education,hours-per-week,sex,age,race,workclass,Major_Group,Age_Group
HS-grad,40,Male,26,Asian-Pac-Islander,Federal-gov,Other,26–35
Assoc-voc,40,Male,57,White,Self-emp-not-inc,Industrial Arts & Consumer Services,56–65
Assoc-voc,60,Male,36,White,Private,Industrial Arts & Consumer Services,36–45
Bachelors,40,Male,49,White,State-gov,Health,46–55
HS-grad,40,Male,58,White,Private,Other,56–65
Some-college,40,Male,32,Black,Private,Business,26–35
HS-grad,45,Male,59,White,Private,Other,56–65
Bachelors,40,Female,42,White,State-gov,Business,36–45
Bachelors,40,Male,37,Asian-Pac-Islander,Private,Business,36–45
Prof-school,45,Male,40,White,Private,Law & Public Policy,36–45
HS-grad,40,Male,47,White,Private,Other,46–55
Bachelors,45,Male,56,White,Private,Health,56–65
HS-grad,40,Female,30,White,Private,Other,26–35
HS-grad,35,Female,42,Black,Private,Other,36–45
HS-grad,40,Male,21,White,Private,Other,18–25
HS-grad,40,Female,21,White,Private,Other,18–25
HS-grad,40,Female,47,White,Private,Other,46–55
Some-college,20,Male,22,White,Self-emp-not-inc,Other,18–25
Assoc-acdm,40,Female,35,White,Private,Industrial Arts & Consumer Services,26–35
Less than HS,40,Female,41,Black,Private,Other,36–45
Bachelors,53,Male,43,White,Federal-gov,Other,36–45
Some-college,55,Male,60,White,Private,Business,56–65
Less than HS,30,Male,73,White,Private,Other,66+
Bachelors,40,Female,90,White,Private,Business,66+
HS-grad,38,Male,62,White,Federal-gov,Other,56–65
HS-grad,40,Male,28,White,Private,Other,26–35
Some-college,40,Male,45,White,Private,Engineering,36–45
HS-grad,45,Male,19,White,Private,Other,18–25
HS-grad,35,Male,30,White,Private,Other,26–35
Less than HS,52,Female,19,Black,Private,Other,18–25
Some-college,80,Male,23,Black,Private,Other,18–25
Bachelors,10,Male,22,White,Federal-gov,Health,18–25
HS-grad,28,Female,19,White,Private,Other,18–25
Assoc-acdm,40,Male,45,Asian-Pac-Islander,Federal-gov,Industrial Arts & Consumer Services,36–45
HS-grad,25,Female,26,Black,Local-gov,Other,26–35
Less than HS,40,Male,42,White,Local-gov,Other,36–45
HS-grad,35,Male,62,White,Self-emp-not-inc,Other,56–65
Less than HS,40,Male,61,White,Private,Other,56–65
Bachelors,60,Male,34,Amer-Indian-Eskimo,Private,Business,26–35
HS-grad,53,Female,22,White,Local-gov,Other,18–25
Masters,40,Male,56,White,Private,Health,56–65
Some-college,40,Male,32,White,Private,Health,26–35
HS-grad,40,Male,26,White,Private,Other,26–35
HS-grad,45,Female,32,Black,Private,Other,26–35
Assoc-acdm,40,Male,58,White,Private,Industrial Arts & Consumer Services,56–65
Assoc-acdm,35,Female,25,White,Self-emp-not-inc,Industrial Arts & Consumer Services,18–25
Some-college,25,Female,23,White,Private,Business,18–25
Some-college,40,Male,23,White,Private,Engineering,18–25
Some-college,40,Male,54,White,Private,Business,46–55
Some-college,35,Female,28,White,Private,Business,26–35
Bachelors,40,Male,35,White,Private,Business,26–35
Some-college,25,Male,30,White,Private,Health,26–35
Less than HS,40,Male,23,White,Private,Other,18–25
Some-college,50,Male,42,White,Private,Engineering,36–45
Less than HS,20,Female,72,White,Private,Other,66+
HS-grad,40,Male,21,White,Private,Other,18–25
Bachelors,40,Male,37,White,Private,Engineering,36–45
HS-grad,40,Female,54,White,Private,Other,46–55
Masters,45,Female,58,White,Private,Other,56–65
Bachelors,40,Male,32,White,Private,Health,26–35
Some-college,15,Female,65,White,Private,Business,56–65
Less than HS,20,Female,65,White,Private,Other,56–65
HS-grad,35,Female,33,White,Self-emp-not-inc,Other,26–35
HS-grad,65,Male,35,White,Private,Other,26–35
Some-college,40,Female,27,White,Private,Business,26–35
HS-grad,42,Male,34,Black,State-gov,Other,26–35
HS-grad,70,Male,53,White,Self-emp-not-inc,Other,46–55
Less than HS,40,Male,23,White,Private,Other,18–25
Doctorate,40,Female,43,White,State-gov,Other,36–45
Assoc-voc,40,Male,58,White,Private,Industrial Arts & Consumer Services,56–65
Less than HS,40,Male,38,White,Private,Other,36–45
HS-grad,50,Male,26,White,Private,Other,26–35
Bachelors,50,Male,60,White,Private,Business,56–65
HS-grad,50,Male,28,White,Private,Other,26–35
HS-grad,30,Female,33,White,Federal-gov,Other,26–35
Some-college,40,Male,29,White,Local-gov,Other,26–35
Doctorate,50,Female,54,White,State-gov,Other,46–55
Less than HS,36,Male,41,White,Private,Other,36–45
Some-college,50,Male,63,White,Self-emp-not-inc,Business,56–65
HS-grad,27,Female,31,White,Private,Other,26–35
Bachelors,25,Female,23,Black,Private,Business,18–25
Prof-school,45,Male,41,White,Private,Law & Public Policy,36–45
HS-grad,40,Male,51,White,Private,Other,46–55
Some-college,40,Male,59,White,Private,Engineering,56–65
Some-college,45,Female,23,White,Private,Health,18–25
Some-college,45,Male,24,Black,Self-emp-not-inc,Business,18–25
HS-grad,20,Female,67,White,Self-emp-not-inc,Other,66+
Bachelors,40,Male,47,White,Local-gov,Health,46–55
HS-grad,40,Male,21,White,Private,Other,18–25
Less than HS,40,Male,38,White,Private,Other,36–45
Bachelors,40,Female,55,White,Private,Health,46–55
Masters,40,Female,39,White,Private,Health,36–45
HS-grad,50,Female,24,White,Private,Other,18–25
HS-grad,40,Male,24,Asian-Pac-Islander,Private,Other,18–25
Some-college,40,Male,38,White,Private,Business,36–45
HS-grad,24,Male,19,White,Private,Other,18–25
HS-grad,50,Male,32,White,Private,Other,26–35
Some-college,60,Male,63,White,Self-emp-not-inc,Business,56–65
Some-college,30,Female,18,White,Private,Business,18–25
Some-college,45,Male,36,White,Private,Other,36–45
Bachelors,40,Male,41,Black,Private,Other,36–45
Some-college,40,Male,57,White,Private,Business,56–65
HS-grad,40,Male,48,White,Private,Other,46–55
HS-grad,40,Female,44,White,Private,Other,36–45
Some-college,40,Male,25,Asian-Pac-Islander,Private,Business,18–25
Less than HS,50,Male,48,White,Private,Other,46–55
Some-college,8,Female,20,White,Private,Business,18–25
HS-grad,55,Male,74,White,Self-emp-not-inc,Other,66+
HS-grad,40,Female,44,White,Private,Other,36–45
Some-college,40,Female,26,White,Private,Other,26–35
HS-grad,40,Male,54,White,Local-gov,Other,46–55
HS-grad,48,Male,39,White,Private,Other,36–45
Some-college,40,Female,38,White,Private,Business,36–45
Less than HS,40,Female,18,White,Private,Other,18–25
Some-college,40,Male,24,White,Private,Other,18–25
Less than HS,35,Male,19,White,Self-emp-not-inc,Other,18–25
HS-grad,40,Male,28,White,Private,Other,26–35
HS-grad,30,Male,28,Other,Private,Other,26–35
HS-grad,40,Male,49,White,Local-gov,Other,46–55
Bachelors,40,Male,50,White,Private,Engineering,46–55
HS-grad,40,Female,63,Black,Private,Other,56–65
HS-grad,50,Male,58,White,Self-emp-not-inc,Other,56–65
HS-grad,15,Female,68,White,Self-emp-inc,Other,66+
Some-college,40,Male,41,Black,Federal-gov,Business,36–45
Some-college,50,Male,27,White,Private,Health,26–35
Bachelors,40,Male,24,White,Private,Health,18–25
Bachelors,40,Female,50,White,Private,Business,46–55
Some-college,44,Female,47,White,Private,Other,46–55
HS-grad,40,Female,54,White,Private,Other,46–55
Bachelors,30,Female,28,Asian-Pac-Islander,Private,Business,26–35
Masters,40,Female,26,White,State-gov,Health,26–35
Bachelors,42,Male,35,White,State-gov,Business,26–35
HS-grad,15,Male,48,White,Private,Other,46–55
Assoc-acdm,40,Female,50,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,40,Female,39,White,Private,Other,36–45
Bachelors,45,Male,46,White,Private,Business,46–55
Some-college,48,Female,41,Black,Private,Business,36–45
Less than HS,40,Male,24,White,Private,Other,18–25
HS-grad,40,Male,57,White,Private,Other,56–65
HS-grad,40,Male,32,White,Private,Other,26–35
Assoc-acdm,50,Male,41,Black,Private,Industrial Arts & Consumer Services,36–45
HS-grad,40,Male,55,White,Private,Other,46–55
Less than HS,40,Female,69,Black,Private,Other,66+
HS-grad,40,Female,22,Black,Private,Other,18–25
HS-grad,40,Male,45,White,Private,Other,36–45
HS-grad,40,Male,33,Black,Private,Other,26–35
Some-college,40,Female,57,White,Private,Business,56–65
Bachelors,65,Male,38,Asian-Pac-Islander,Self-emp-not-inc,Business,36–45
HS-grad,50,Male,40,White,Private,Other,36–45
Some-college,40,Female,48,White,Self-emp-not-inc,Other,46–55
Some-college,35,Female,38,Black,Local-gov,Business,36–45
Bachelors,60,Female,26,White,State-gov,Health,26–35
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,20,Female,35,Black,Private,Other,26–35
Some-college,75,Male,37,White,Private,Engineering,36–45
HS-grad,40,Male,42,White,Private,Other,36–45
HS-grad,40,Female,37,White,Private,Other,36–45
HS-grad,50,Female,37,White,Private,Other,36–45
HS-grad,40,Male,22,White,Private,Other,18–25
Less than HS,40,Female,24,White,Private,Other,18–25
Some-college,40,Male,45,White,Local-gov,Business,36–45
HS-grad,50,Male,29,White,Self-emp-not-inc,Other,26–35
Some-college,25,Female,23,Black,Private,Business,18–25
Bachelors,40,Male,24,White,Federal-gov,Business,18–25
Assoc-acdm,40,Female,25,White,Private,Industrial Arts & Consumer Services,18–25
HS-grad,32,Female,58,White,Private,Other,56–65
Assoc-voc,60,Male,28,White,Self-emp-inc,Industrial Arts & Consumer Services,26–35
HS-grad,35,Female,58,White,Private,Other,56–65
Less than HS,16,Male,18,White,Private,Other,18–25
Less than HS,40,Male,59,White,Private,Other,56–65
HS-grad,40,Female,39,White,Private,Other,36–45
Some-college,50,Male,53,White,Self-emp-inc,Business,46–55
Prof-school,65,Female,54,White,Private,Law & Public Policy,46–55
HS-grad,50,Male,51,White,Private,Other,46–55
Masters,55,Male,59,White,Private,Other,56–65
HS-grad,40,Male,42,White,State-gov,Other,36–45
Some-college,40,Female,36,White,Private,Business,36–45
Some-college,60,Female,37,White,Private,Business,36–45
Some-college,40,Male,32,White,Private,Other,26–35
HS-grad,50,Male,38,White,Self-emp-not-inc,Other,36–45
HS-grad,30,Female,19,White,Private,Other,18–25
Bachelors,48,Female,55,White,Local-gov,Health,46–55
HS-grad,40,Male,30,White,Private,Other,26–35
Some-college,50,Male,27,White,Private,Health,26–35
Bachelors,5,Female,44,White,Private,Business,36–45
Bachelors,50,Male,32,White,Private,Other,26–35
HS-grad,20,Female,60,White,Private,Other,56–65
HS-grad,40,Male,28,Asian-Pac-Islander,Private,Other,26–35
HS-grad,40,Male,44,White,Private,Other,36–45
HS-grad,16,Male,29,White,Private,Other,26–35
HS-grad,40,Male,57,White,State-gov,Other,56–65
Some-college,60,Male,41,White,Private,Other,36–45
Less than HS,60,Male,34,White,Self-emp-not-inc,Other,26–35
Some-college,42,Female,44,White,Private,Business,36–45
Bachelors,40,Male,44,White,Private,Other,36–45
Less than HS,22,Male,57,White,Private,Other,56–65
Bachelors,30,Male,37,White,Private,Health,36–45
Bachelors,16,Male,35,White,Private,Health,26–35
Some-college,45,Male,27,White,Private,Business,26–35
Some-college,40,Female,41,White,State-gov,Business,36–45
Doctorate,60,Male,37,White,Self-emp-not-inc,Other,36–45
Some-college,8,Male,18,White,Private,Other,18–25
Less than HS,20,Female,24,White,State-gov,Other,18–25
Less than HS,40,Female,53,White,Private,Other,46–55
HS-grad,48,Male,40,White,Private,Other,36–45
Some-college,60,Male,54,White,Private,Other,46–55
Some-college,40,Female,22,White,Private,Health,18–25
Less than HS,30,Female,44,Black,Private,Other,36–45
Some-college,45,Female,43,White,Private,Business,36–45
Bachelors,20,Female,58,White,State-gov,Health,56–65
Bachelors,45,Female,59,White,Local-gov,Health,56–65
Bachelors,45,Male,31,White,Private,Business,26–35
HS-grad,40,Male,35,White,Private,Other,26–35
Less than HS,20,Female,17,White,Private,Other,NA
Some-college,32,Female,45,White,Private,Health,36–45
Some-college,40,Male,40,White,Private,Other,36–45
HS-grad,45,Male,35,White,Private,Other,26–35
Bachelors,45,Male,25,White,Federal-gov,Engineering,18–25
HS-grad,40,Male,58,White,Private,Other,56–65
Some-college,50,Male,39,White,Private,Other,36–45
HS-grad,54,Male,23,White,Private,Other,18–25
Bachelors,40,Female,32,White,State-gov,Health,26–35
Assoc-acdm,44,Male,48,White,Private,Industrial Arts & Consumer Services,46–55
Bachelors,40,Male,41,White,Private,Other,36–45
Bachelors,50,Male,43,White,Private,Health,36–45
Some-college,20,Male,18,White,Private,Other,18–25
Bachelors,40,Male,24,White,Federal-gov,Other,18–25
Some-college,32,Female,58,White,Private,Business,56–65
Masters,40,Male,54,White,Private,Health,46–55
Less than HS,40,Male,60,White,Private,Other,56–65
Some-college,40,Male,28,White,Private,Other,26–35
HS-grad,40,Male,41,White,Private,Other,36–45
Some-college,40,Male,27,Black,State-gov,Business,26–35
Some-college,20,Female,30,White,Private,Other,26–35
Bachelors,35,Male,63,Black,Local-gov,Engineering,56–65
HS-grad,50,Male,33,White,Private,Other,26–35
HS-grad,45,Male,34,White,Private,Other,26–35
HS-grad,40,Male,51,White,Private,Other,46–55
Less than HS,25,Male,21,Black,Private,Other,18–25
HS-grad,40,Male,50,White,Private,Other,46–55
HS-grad,40,Male,43,White,Private,Other,36–45
HS-grad,40,Male,27,White,Private,Other,26–35
HS-grad,40,Female,19,White,Private,Other,18–25
Less than HS,6,Female,17,White,Private,Other,NA
Assoc-acdm,40,Male,47,Black,Private,Industrial Arts & Consumer Services,46–55
Bachelors,40,Female,25,Black,Local-gov,Business,18–25
Masters,20,Female,71,White,Private,Other,66+
HS-grad,40,Female,21,Black,Private,Other,18–25
Assoc-acdm,40,Male,48,White,Private,Industrial Arts & Consumer Services,46–55
Less than HS,3,Female,57,White,Private,Other,56–65
Some-college,40,Male,58,White,Self-emp-not-inc,Other,56–65
HS-grad,20,Female,34,Other,Private,Other,26–35
Masters,40,Male,40,White,Federal-gov,Health,36–45
HS-grad,32,Male,28,White,Private,Other,26–35
Masters,40,Male,42,White,Private,Other,36–45
Assoc-voc,40,Female,41,White,Private,Industrial Arts & Consumer Services,36–45
HS-grad,35,Female,28,White,Self-emp-inc,Other,26–35
Less than HS,35,Female,40,White,Private,Other,36–45
Some-college,30,Male,23,Asian-Pac-Islander,Private,Other,18–25
Masters,50,Male,39,White,Private,Other,36–45
Bachelors,50,Male,39,White,Private,Business,36–45
HS-grad,40,Female,45,White,Private,Other,36–45
Some-college,40,Female,50,White,Self-emp-not-inc,Business,46–55
HS-grad,40,Male,33,White,Private,Other,26–35
Less than HS,40,Female,34,White,Private,Other,26–35
HS-grad,32,Male,55,White,Private,Other,46–55
HS-grad,40,Female,62,White,Federal-gov,Other,56–65
Bachelors,40,Male,31,White,Private,Business,26–35
Less than HS,40,Male,35,White,Self-emp-not-inc,Other,26–35
HS-grad,40,Male,30,White,Private,Other,26–35
Some-college,50,Male,57,White,Self-emp-inc,Business,56–65
HS-grad,55,Male,50,Black,Private,Other,46–55
HS-grad,50,Male,51,White,Private,Other,46–55
HS-grad,45,Male,47,White,Private,Other,46–55
Bachelors,45,Male,37,White,Private,Health,36–45
Less than HS,40,Male,58,White,Private,Other,56–65
Bachelors,50,Female,39,White,Private,Business,36–45
Some-college,40,Male,34,White,Private,Other,26–35
HS-grad,38,Female,45,White,Private,Other,36–45
Bachelors,40,Male,42,White,Private,Health,36–45
Assoc-voc,40,Male,40,White,Private,Industrial Arts & Consumer Services,36–45
Prof-school,50,Male,39,White,Self-emp-not-inc,Law & Public Policy,36–45
Masters,40,Male,36,White,Private,Health,36–45
HS-grad,35,Female,56,Amer-Indian-Eskimo,Private,Other,56–65
Some-college,40,Male,37,Black,Private,Other,36–45
HS-grad,40,Male,60,White,Local-gov,Other,56–65
HS-grad,40,Male,56,White,Private,Other,56–65
Less than HS,47,Male,51,Amer-Indian-Eskimo,Private,Other,46–55
Bachelors,36,Female,34,White,Private,Health,26–35
HS-grad,30,Male,19,Black,Private,Other,18–25
HS-grad,40,Female,37,Black,Federal-gov,Other,36–45
Bachelors,40,Male,58,White,Private,Business,56–65
Less than HS,35,Female,33,White,Private,Other,26–35
Bachelors,40,Male,39,White,Private,Business,36–45
HS-grad,40,Female,36,White,Private,Other,36–45
Bachelors,40,Female,26,Asian-Pac-Islander,Private,Health,26–35
Assoc-voc,36,Female,22,White,Private,Industrial Arts & Consumer Services,18–25
Masters,40,Male,32,White,Private,Other,26–35
Less than HS,15,Male,17,White,Private,Other,NA
Less than HS,20,Female,68,Amer-Indian-Eskimo,Private,Other,66+
HS-grad,40,Male,70,White,Private,Other,66+
HS-grad,40,Male,30,White,Private,Other,26–35
Some-college,15,Female,19,White,State-gov,Business,18–25
HS-grad,40,Male,51,White,Private,Other,46–55
Some-college,30,Male,19,White,Private,Business,18–25
HS-grad,40,Male,47,White,Private,Other,46–55
Bachelors,55,Male,41,White,Private,Health,36–45
Some-college,40,Male,36,White,Private,Other,36–45
Some-college,40,Male,30,White,Private,Engineering,26–35
HS-grad,45,Male,26,White,Private,Other,26–35
Bachelors,20,Male,41,White,Local-gov,Health,36–45
Some-college,45,Male,25,White,Private,Business,18–25
Less than HS,40,Male,62,White,Private,Other,56–65
Masters,40,Male,23,White,Private,Health,18–25
HS-grad,40,Male,25,Amer-Indian-Eskimo,Private,Other,18–25
Bachelors,45,Female,30,White,Private,Business,26–35
HS-grad,40,Male,48,White,Private,Other,46–55
HS-grad,40,Male,20,Other,Private,Other,18–25
Some-college,15,Female,51,White,Private,Business,46–55
Some-college,10,Male,19,White,Private,Other,18–25
HS-grad,40,Male,31,White,Private,Other,26–35
Bachelors,50,Male,36,White,Private,Business,36–45
HS-grad,40,Male,40,Black,Private,Other,36–45
Less than HS,40,Male,30,Black,Self-emp-not-inc,Other,26–35
